Wall time,Step,Value
1582136519.5271838,40,2.705709457397461
1582136523.861259,105,1.61508309841156
1582136524.7340915,120,3.2297356128692627
1582136534.5364935,280,3.2397544384002686
1582136535.4143083,295,2.736382007598877
1582136542.7453842,410,3.404036283493042
1582136542.996563,415,3.5370635986328125
1582136545.1152325,450,3.2461724281311035
1582136550.3597825,535,1.8096415996551514
1582136561.3139663,710,1.9788634777069092
1582136569.921686,850,2.960298538208008
1582136571.163255,870,3.023052215576172
1582136584.1497848,1075,2.960298538208008
1582136588.6304257,1145,2.3085522651672363
1582136591.01442,1185,3.3871662616729736
1582136594.2535243,1235,2.2543768882751465
1582136599.4963443,1320,2.6191000938415527
1582136610.942423,1500,2.164881944656372
1582136619.5592964,1640,2.9734394550323486
1582136620.4384155,1655,1.729432463645935
1582136623.5486069,1705,2.960298538208008
1582136630.962534,1830,2.960298538208008
1582136633.5550606,1875,2.771030902862549
1582136641.8429005,2010,3.4759910106658936
1582136657.5947611,2275,2.0540430545806885
1582136674.972779,2565,2.089301586151123
1582136677.685465,2615,1.8499733209609985
1582136685.5808117,2750,3.57307767868042
1582136685.82836,2755,3.8869194984436035
1582136686.0743542,2760,4.020876884460449
1582136689.2676022,2815,3.985213041305542
1582136692.1010354,2865,3.3344078063964844
1582136694.078554,2900,3.0311131477355957
1582136696.306185,2940,4.0765910148620605
1582136708.0663638,3140,3.2980198860168457
1582136717.3907065,3300,4.022744655609131
1582136718.380608,3315,2.484008312225342
1582136719.7526352,3340,4.230163097381592
1582136726.5710015,3455,4.420058250427246
1582136729.174857,3500,2.652080535888672
1582136731.1639454,3535,5.121661186218262
1582136741.4610624,3710,4.385980129241943
1582136742.2091644,3725,5.422711372375488
1582136746.3142357,3800,5.0499467849731445
1582136762.0075412,4075,3.8267998695373535
1582136769.2315905,4205,2.9702117443084717
1582136771.721171,4245,7.520660400390625
1582136773.465349,4275,3.005317211151123
1582136779.6841564,4380,2.960298538208008
1582136781.5522869,4415,8.237897872924805
1582136782.2971914,4430,7.09600830078125
1582136786.7104547,4505,8.107748985290527
1582136787.581692,4520,8.285478591918945
1582136794.6587284,4650,9.518468856811523
1582136806.4772627,4870,11.123072624206543
1582136815.9277418,5040,12.681907653808594
1582136824.653187,5205,13.680816650390625
1582136825.1528127,5215,14.286680221557617
1582136828.4562197,5275,13.914323806762695
1582136832.6836114,5355,16.238452911376953
1582136837.7921057,5450,16.57366943359375
1582136849.3782346,5665,19.106952667236328
1582136855.3544195,5780,19.00721549987793
1582136857.4721472,5820,20.759153366088867
1582136867.2942374,6005,22.905208587646484
1582136869.664431,6050,23.447290420532227
1582136871.0368702,6075,23.503623962402344
1582136875.7815416,6165,24.88150405883789
1582136879.3887875,6235,25.688745498657227
1582136880.2553833,6250,2.960298538208008
1582136883.49308,6310,15.920641899108887
1582136888.093714,6395,26.75214195251465
1582136895.5470521,6535,2.960298538208008
1582136900.891788,6635,28.756683349609375
1582136914.0853493,6880,30.637304306030273
1582136925.112075,7085,32.660701751708984
1582136926.3692813,7110,32.308048248291016
1582136927.2340922,7125,32.95308303833008
1582136939.3102636,7350,34.38284683227539
1582136942.0468924,7400,34.9390869140625
1582136952.4981778,7600,36.59644317626953
1582136972.9445262,7985,39.469017028808594
1582136978.6778264,8095,40.305030822753906
1582136979.4283345,8110,39.9789924621582
1582136984.6431816,8205,41.05184555053711
1582136988.8683374,8285,41.64434051513672
1582137000.393005,8500,43.07685089111328
1582137005.7565467,8600,43.25598907470703
1582137011.6005409,8710,44.53968048095703
1582137015.5797756,8785,44.99368667602539
1582137022.1743374,8910,45.732845306396484
1582137023.041565,8925,45.897216796875
1582137026.8977315,8995,2.960298538208008
1582137030.0129895,9055,46.55866241455078
1582137030.8806162,9070,28.443126678466797
1582137040.8348482,9260,48.284759521484375
1582137044.5761335,9330,48.69329833984375
1582137047.3114462,9380,49.003807067871094
1582137050.1764858,9435,49.34967041015625
1582137054.3020105,9515,49.74800109863281
1582137058.8060708,9600,21.203258514404297
1582137063.3115735,9685,50.90742492675781
1582137064.9321268,9715,51.420654296875
1582137066.805823,9750,51.71721649169922
1582137070.5582864,9820,52.140228271484375
1582137074.6759043,9900,52.79595947265625
1582137086.5418265,10125,54.4052619934082
1582137103.9721446,10450,56.42127227783203
1582137109.7169054,10555,34.48757553100586
1582137126.7842438,10880,59.163780212402344
1582137131.894811,10975,59.71410369873047
1582137157.1690133,11455,63.17476272583008
1582137162.7637346,11560,63.8538818359375
1582137163.6546173,11575,26.562374114990234
1582137186.1502283,11995,66.22575378417969
1582137190.9949398,12085,66.5947265625
1582137204.1948357,12335,68.02558898925781
1582137204.4482503,12340,67.41004943847656
1582137214.7979515,12535,67.35310363769531
1582137219.5291276,12625,69.6573257446289
1582137224.8798766,12725,42.53662109375
1582137225.627285,12740,70.38030242919922
1582137233.98286,12900,65.92163848876953
1582137236.3474507,12945,71.49395751953125
1582137236.9701054,12955,70.68781280517578
1582137237.7184665,12970,36.73872756958008
1582137239.0740755,12995,71.57028198242188
1582137244.0900273,13090,70.96929931640625
1582137252.5724516,13250,59.906044006347656
1582137256.557975,13325,45.984493255615234
1582137258.6670985,13365,70.74407196044922
1582137262.894128,13445,73.46321105957031
1582137269.221996,13565,72.87629699707031
1582137273.7073133,13650,45.567535400390625
1582137276.071303,13695,-8.328821182250977
1582137286.881621,13895,44.96472930908203
1582137291.1088226,13975,-21.835285186767578
1582137295.7132833,14060,39.76194381713867
1582137297.33151,14090,-3.4219257831573486
1582137302.6868951,14190,75.31177520751953
1582137309.9212022,14325,75.31636047363281
1582137312.9072394,14380,71.11360168457031
1582137324.8873565,14605,73.38003540039062
1582137338.47816,14860,76.4573974609375
1582137339.5999572,14880,76.243408203125
1582137354.6757333,15160,77.08785247802734
1582137360.0451417,15260,64.6421890258789
1582137366.0625563,15370,56.043052673339844
1582137366.8125718,15385,-14.484042167663574
1582137373.2829955,15505,71.16526794433594
1582137381.8561409,15665,69.82789611816406
1582137392.1607676,15860,3.3971126079559326
1582137417.8242981,16335,76.98066711425781
1582137419.807804,16370,27.282678604125977
1582137420.3120296,16380,5.867856025695801
1582137426.675056,16495,4.2729973793029785
1582137426.9247813,16500,-5.987057685852051
1582137428.0417395,16520,-1.3710720539093018
1582137429.4047654,16545,-4.047216415405273
1582137431.8862224,16590,56.12590408325195
1582137432.13612,16595,34.51738739013672
1582137435.493819,16655,2.960298538208008
1582137444.5838904,16820,-6.021109580993652
